Actual,WOA_Pred
17217.0,14518.603111435095
19239.0,14518.603111435095
55586.0,54252.31119929453
16828.0,15574.099085861904
55.38,1367.5821456416163
21591.0,20212.33057207036
2224.0,1510.645169073211
7811.0,9918.910601654316
