Actual,HSA_Pred
17217.0,14317.498280113163
19239.0,14317.498280113163
55586.0,53988.09500941619
16828.0,15444.553303653653
55.38,1407.708696476076
21591.0,20214.97844994404
2224.0,1560.4709079369316
7811.0,9405.962210347245
