Actual,AIS_Pred
17217.0,13641.807608565272
19239.0,13641.807608565272
55586.0,54389.51021505377
16828.0,14530.376577633839
55.38,258.4374186507937
21591.0,21902.02835650013
2224.0,920.8947266385048
7811.0,8463.35191894575
