Actual,ALOA_Pred
17217.0,13794.137177811626
19239.0,14113.985521371778
55586.0,52736.09864081995
16828.0,16141.569966065043
55.38,1544.6255810837793
21591.0,20692.687932255874
2224.0,1645.5634279270623
7811.0,8228.669837267966
