Actual,CSA_Pred
17217.0,13783.876520531709
19239.0,14106.435443274573
55586.0,52684.701171674365
16828.0,16084.841048516084
55.38,1551.7682057116076
21591.0,20674.527811030566
2224.0,1653.5614580366137
7811.0,8171.2442025258115
