Actual,RF_Pred,LR_Pred,NN_Pred
17217.0,12776.915,8144.315873329198,5.3283777
19239.0,13048.615,9732.255629166792,5.199708
55586.0,52107.485,55068.497875592046,4.7049356
16828.0,14447.56,9854.739360697753,4.948797
55.38,87.20745000000015,-700.7398614222693,5.640218
21591.0,24762.115,23941.95464221938,4.761616
2224.0,819.2928499999996,426.21510718663853,5.5947514
7811.0,6407.18915,5195.899609576043,5.458105
