Actual,GWOA_Pred
17217.0,14536.449631174582
19239.0,14536.449631174582
55586.0,53858.639992257056
16828.0,15738.053245673225
55.38,1205.6233545176035
21591.0,20377.824598247316
2224.0,1315.5376286174874
7811.0,10433.195611755316
